,date,cases,deaths,country,countryCode,continent
28134,20191231,0,0,Iraq,IRQ,Asia
40527,20191231,0,0,Netherlands,NLD,Europe
29098,20191231,0,0,Israel,ISR,Asia
41137,20191231,0,0,New_Zealand,NZL,Oceania
16807,20191231,0,0,Dominican_Republic,DOM,America
43310,20191231,0,0,Oman,OMN,Asia
42357,20191231,0,0,North_Macedonia,MKD,Europe
42966,20191231,0,0,Norway,NOR,Europe
18657,20191231,0,0,Estonia,EST,Europe
22229,20191231,0,0,Germany,DEU,Europe
54658,20191231,0,0,Switzerland,CHE,Europe
59350,20191231,0,0,United_States_of_America,USA,America
17152,20191231,0,0,Ecuador,ECU,America
43655,20191231,0,0,Pakistan,PAK,Asia
5836,20191231,0,0,Belgium,BEL,Europe
53412,20191231,0,0,Sri_Lanka,LKA,Asia
8340,20191231,0,0,Brazil,BRA,America
32961,20191231,0,0,Lebanon,LBN,Asia
46918,20191231,0,0,Romania,ROU,Europe
53071,20191231,0,0,Spain,ESP,Europe
34676,20191231,0,0,Luxembourg,LUX,Europe
27436,20191231,0,0,Indonesia,IDN,Asia
29448,20191231,0,0,Italy,ITA,Europe
5486,20191231,0,0,Belarus,BLR,Europe
21879,20191231,0,0,Georgia,GEO,Europe
35550,20191231,0,0,Malaysia,MYS,Asia
58377,20191231,0,0,United_Arab_Emirates,ARE,Asia
10038,20191231,0,0,Cambodia,KHM,Asia
47268,20191231,0,0,Russia,RUS,Europe
37937,20191231,0,0,Monaco,MCO,Europe
26744,20191231,0,0,Iceland,ISL,Europe
48697,20191231,0,0,San_Marino,SMR,Europe
2666,20191231,0,0,Armenia,ARM,Europe
54308,20191231,0,0,Sweden,SWE,Europe
30075,20191231,0,0,Japan,JPN,Asia
10665,20191231,0,0,Canada,CAN,America
50674,20191231,0,0,Singapore,SGP,Asia
15301,20191231,0,0,Czechia,CZE,Europe
52469,20191231,0,0,South_Korea,KOR,Asia
23123,20191231,0,0,Greece,GRC,Europe
4597,20191231,0,0,Bahrain,BHR,Asia
14132,20191231,0,0,Croatia,HRV,Europe
27786,20191231,0,0,Iran,IRN,Asia
34333,20191231,0,0,Lithuania,LTU,Europe
60818,20191231,0,0,Vietnam,VNM,Asia
55846,20191231,0,0,Thailand,THA,Asia
965,20191231,0,0,Algeria,DZA,Africa
3283,20191231,0,0,Australia,AUS,Oceania
339,20191231,0,0,Afghanistan,AFG,Asia
58727,20191231,0,0,United_Kingdom,GBR,Europe
40177,20191231,0,0,Nepal,NPL,Asia
45391,20191231,0,0,Philippines,PHL,Asia
31796,20191231,0,0,Kuwait,KWT,Asia
17498,20191231,0,0,Egypt,EGY,Africa
20363,20191231,0,0,Finland,FIN,Europe
37319,20191231,0,0,Mexico,MEX,America
42016,20191231,0,0,Nigeria,NGA,Africa
12447,20191231,27,0,China,CHN,Asia
28482,20191231,0,0,Ireland,IRL,Europe
27093,20191231,0,0,India,IND,Asia
3633,20191231,0,0,Austria,AUT,Europe
46570,20191231,0,0,Qatar,QAT,Asia
55275,20191231,0,0,Taiwan,CNG1925,Asia
15928,20191231,0,0,Denmark,DNK,Europe
20713,20191231,0,0,France,FRA,Europe
3976,20191231,0,0,Azerbaijan,AZE,Europe
46917,20200101,0,0,Romania,ROU,Europe
43654,20200101,0,0,Pakistan,PAK,Asia
50673,20200101,0,0,Singapore,SGP,Asia
54307,20200101,0,0,Sweden,SWE,Europe
31795,20200101,0,0,Kuwait,KWT,Asia
16806,20200101,0,0,Dominican_Republic,DOM,America
28133,20200101,0,0,Iraq,IRQ,Asia
52468,20200101,0,0,South_Korea,KOR,Asia
17151,20200101,0,0,Ecuador,ECU,America
35549,20200101,0,0,Malaysia,MYS,Asia
27092,20200101,0,0,India,IND,Asia
60817,20200101,0,0,Vietnam,VNM,Asia
46569,20200101,0,0,Qatar,QAT,Asia
20362,20200101,0,0,Finland,FIN,Europe
22228,20200101,0,0,Germany,DEU,Europe
18656,20200101,0,0,Estonia,EST,Europe
42015,20200101,0,0,Nigeria,NGA,Africa
10037,20200101,0,0,Cambodia,KHM,Asia
42965,20200101,0,0,Norway,NOR,Europe
42356,20200101,0,0,North_Macedonia,MKD,Europe
4596,20200101,0,0,Bahrain,BHR,Asia
34675,20200101,0,0,Luxembourg,LUX,Europe
41136,20200101,0,0,New_Zealand,NZL,Oceania
3282,20200101,0,0,Australia,AUS,Oceania
15300,20200101,0,0,Czechia,CZE,Europe
27435,20200101,0,0,Indonesia,IDN,Asia
2665,20200101,0,0,Armenia,ARM,Europe
40176,20200101,0,0,Nepal,NPL,Asia
47267,20200101,0,0,Russia,RUS,Europe
55845,20200101,0,0,Thailand,THA,Asia
34332,20200101,0,0,Lithuania,LTU,Europe
40526,20200101,0,0,Netherlands,NLD,Europe
43309,20200101,0,0,Oman,OMN,Asia
27785,20200101,0,0,Iran,IRN,Asia
32960,20200101,0,0,Lebanon,LBN,Asia
54657,20200101,0,0,Switzerland,CHE,Europe
59349,20200101,0,0,United_States_of_America,USA,America
28481,20200101,0,0,Ireland,IRL,Europe
964,20200101,0,0,Algeria,DZA,Africa
53411,20200101,0,0,Sri_Lanka,LKA,Asia
37318,20200101,0,0,Mexico,MEX,America
55274,20200101,0,0,Taiwan,CNG1925,Asia
58376,20200101,0,0,United_Arab_Emirates,ARE,Asia
3632,20200101,0,0,Austria,AUT,Europe
20712,20200101,0,0,France,FRA,Europe
14131,20200101,0,0,Croatia,HRV,Europe
8339,20200101,0,0,Brazil,BRA,America
5835,20200101,0,0,Belgium,BEL,Europe
37936,20200101,0,0,Monaco,MCO,Europe
29097,20200101,0,0,Israel,ISR,Asia
53070,20200101,0,0,Spain,ESP,Europe
17497,20200101,0,0,Egypt,EGY,Africa
5485,20200101,0,0,Belarus,BLR,Europe
21878,20200101,0,0,Georgia,GEO,Europe
29447,20200101,0,0,Italy,ITA,Europe
15927,20200101,0,0,Denmark,DNK,Europe
12446,20200101,0,0,China,CHN,Asia
3975,20200101,0,0,Azerbaijan,AZE,Europe
58726,20200101,0,0,United_Kingdom,GBR,Europe
48696,20200101,0,0,San_Marino,SMR,Europe
26743,20200101,0,0,Iceland,ISL,Europe
338,20200101,0,0,Afghanistan,AFG,Asia
23122,20200101,0,0,Greece,GRC,Europe
30074,20200101,0,0,Japan,JPN,Asia
10664,20200101,0,0,Canada,CAN,America
45390,20200101,0,0,Philippines,PHL,Asia
40175,20200102,0,0,Nepal,NPL,Asia
58725,20200102,0,0,United_Kingdom,GBR,Europe
20361,20200102,0,0,Finland,FIN,Europe
34331,20200102,0,0,Lithuania,LTU,Europe
337,20200102,0,0,Afghanistan,AFG,Asia
26742,20200102,0,0,Iceland,ISL,Europe
15926,20200102,0,0,Denmark,DNK,Europe
963,20200102,0,0,Algeria,DZA,Africa
14130,20200102,0,0,Croatia,HRV,Europe
59348,20200102,0,0,United_States_of_America,USA,America
28480,20200102,0,0,Ireland,IRL,Europe
48695,20200102,0,0,San_Marino,SMR,Europe
35548,20200102,0,0,Malaysia,MYS,Asia
12445,20200102,0,0,China,CHN,Asia
27434,20200102,0,0,Indonesia,IDN,Asia
18655,20200102,0,0,Estonia,EST,Europe
23121,20200102,0,0,Greece,GRC,Europe
42355,20200102,0,0,North_Macedonia,MKD,Europe
29096,20200102,0,0,Israel,ISR,Asia
45389,20200102,0,0,Philippines,PHL,Asia
5834,20200102,0,0,Belgium,BEL,Europe
40525,20200102,0,0,Netherlands,NLD,Europe
22227,20200102,0,0,Germany,DEU,Europe
47266,20200102,0,0,Russia,RUS,Europe
10036,20200102,0,0,Cambodia,KHM,Asia
53410,20200102,0,0,Sri_Lanka,LKA,Asia
46916,20200102,0,0,Romania,ROU,Europe
20711,20200102,0,0,France,FRA,Europe
16805,20200102,0,0,Dominican_Republic,DOM,America
3281,20200102,0,0,Australia,AUS,Oceania
29446,20200102,0,0,Italy,ITA,Europe
53069,20200102,0,0,Spain,ESP,Europe
34674,20200102,0,0,Luxembourg,LUX,Europe
41135,20200102,0,0,New_Zealand,NZL,Oceania
28132,20200102,0,0,Iraq,IRQ,Asia
37317,20200102,0,0,Mexico,MEX,America
54656,20200102,0,0,Switzerland,CHE,Europe
8338,20200102,0,0,Brazil,BRA,America
17496,20200102,0,0,Egypt,EGY,Africa
17150,20200102,0,0,Ecuador,ECU,America
54306,20200102,0,0,Sweden,SWE,Europe
55844,20200102,0,0,Thailand,THA,Asia
21877,20200102,0,0,Georgia,GEO,Europe
42964,20200102,0,0,Norway,NOR,Europe
43653,20200102,0,0,Pakistan,PAK,Asia
5484,20200102,0,0,Belarus,BLR,Europe
52467,20200102,0,0,South_Korea,KOR,Asia
43308,20200102,0,0,Oman,OMN,Asia
4595,20200102,0,0,Bahrain,BHR,Asia
42014,20200102,0,0,Nigeria,NGA,Africa
30073,20200102,0,0,Japan,JPN,Asia
58375,20200102,0,0,United_Arab_Emirates,ARE,Asia
55273,20200102,0,0,Taiwan,CNG1925,Asia
3631,20200102,0,0,Austria,AUT,Europe
31794,20200102,0,0,Kuwait,KWT,Asia
37935,20200102,0,0,Monaco,MCO,Europe
3974,20200102,0,0,Azerbaijan,AZE,Europe
46568,20200102,0,0,Qatar,QAT,Asia
60816,20200102,0,0,Vietnam,VNM,Asia
27784,20200102,0,0,Iran,IRN,Asia
15299,20200102,0,0,Czechia,CZE,Europe
10663,20200102,0,0,Canada,CAN,America
27091,20200102,0,0,India,IND,Asia
32959,20200102,0,0,Lebanon,LBN,Asia
50672,20200102,0,0,Singapore,SGP,Asia
2664,20200102,0,0,Armenia,ARM,Europe
50671,20200103,0,0,Singapore,SGP,Asia
48694,20200103,0,0,San_Marino,SMR,Europe
47265,20200103,0,0,Russia,RUS,Europe
27433,20200103,0,0,Indonesia,IDN,Asia
41134,20200103,0,0,New_Zealand,NZL,Oceania
54305,20200103,0,0,Sweden,SWE,Europe
43307,20200103,0,0,Oman,OMN,Asia
17149,20200103,0,0,Ecuador,ECU,America
2663,20200103,0,0,Armenia,ARM,Europe
8337,20200103,0,0,Brazil,BRA,America
32958,20200103,0,0,Lebanon,LBN,Asia
29095,20200103,0,0,Israel,ISR,Asia
34330,20200103,0,0,Lithuania,LTU,Europe
3973,20200103,0,0,Azerbaijan,AZE,Europe
10662,20200103,0,0,Canada,CAN,America
53068,20200103,0,0,Spain,ESP,Europe
40524,20200103,0,0,Netherlands,NLD,Europe
5833,20200103,0,0,Belgium,BEL,Europe
35547,20200103,0,0,Malaysia,MYS,Asia
12444,20200103,17,0,China,CHN,Asia
30072,20200103,0,0,Japan,JPN,Asia
54655,20200103,0,0,Switzerland,CHE,Europe
59347,20200103,0,0,United_States_of_America,USA,America
21876,20200103,0,0,Georgia,GEO,Europe
55843,20200103,0,0,Thailand,THA,Asia
29445,20200103,0,0,Italy,ITA,Europe
23120,20200103,0,0,Greece,GRC,Europe
5483,20200103,0,0,Belarus,BLR,Europe
10035,20200103,0,0,Cambodia,KHM,Asia
26741,20200103,0,0,Iceland,ISL,Europe
55272,20200103,0,0,Taiwan,CNG1925,Asia
14129,20200103,0,0,Croatia,HRV,Europe
27783,20200103,0,0,Iran,IRN,Asia
3280,20200103,0,0,Australia,AUS,Oceania
53409,20200103,0,0,Sri_Lanka,LKA,Asia
16804,20200103,0,0,Dominican_Republic,DOM,America
46915,20200103,0,0,Romania,ROU,Europe
4594,20200103,0,0,Bahrain,BHR,Asia
37316,20200103,0,0,Mexico,MEX,America
20360,20200103,0,0,Finland,FIN,Europe
60815,20200103,0,0,Vietnam,VNM,Asia
962,20200103,0,0,Algeria,DZA,Africa
46567,20200103,0,0,Qatar,QAT,Asia
58724,20200103,0,0,United_Kingdom,GBR,Europe
43652,20200103,0,0,Pakistan,PAK,Asia
15925,20200103,0,0,Denmark,DNK,Europe
31793,20200103,0,0,Kuwait,KWT,Asia
58374,20200103,0,0,United_Arab_Emirates,ARE,Asia
42963,20200103,0,0,Norway,NOR,Europe
22226,20200103,0,0,Germany,DEU,Europe
34673,20200103,0,0,Luxembourg,LUX,Europe
45388,20200103,0,0,Philippines,PHL,Asia
20710,20200103,0,0,France,FRA,Europe
52466,20200103,0,0,South_Korea,KOR,Asia
42013,20200103,0,0,Nigeria,NGA,Africa
336,20200103,0,0,Afghanistan,AFG,Asia
3630,20200103,0,0,Austria,AUT,Europe
40174,20200103,0,0,Nepal,NPL,Asia
17495,20200103,0,0,Egypt,EGY,Africa
15298,20200103,0,0,Czechia,CZE,Europe
37934,20200103,0,0,Monaco,MCO,Europe
27090,20200103,0,0,India,IND,Asia
18654,20200103,0,0,Estonia,EST,Europe
42354,20200103,0,0,North_Macedonia,MKD,Europe
28131,20200103,0,0,Iraq,IRQ,Asia
28479,20200103,0,0,Ireland,IRL,Europe
45387,20200104,0,0,Philippines,PHL,Asia
27089,20200104,0,0,India,IND,Asia
10034,20200104,0,0,Cambodia,KHM,Asia
53408,20200104,0,0,Sri_Lanka,LKA,Asia
961,20200104,0,0,Algeria,DZA,Africa
28478,20200104,0,0,Ireland,IRL,Europe
40523,20200104,0,0,Netherlands,NLD,Europe
37315,20200104,0,0,Mexico,MEX,America
3629,20200104,0,0,Austria,AUT,Europe
35546,20200104,0,0,Malaysia,MYS,Asia
54654,20200104,0,0,Switzerland,CHE,Europe
27782,20200104,0,0,Iran,IRN,Asia
59346,20200104,0,0,United_States_of_America,USA,America
55271,20200104,0,0,Taiwan,CNG1925,Asia
43306,20200104,0,0,Oman,OMN,Asia
20709,20200104,0,0,France,FRA,Europe
14128,20200104,0,0,Croatia,HRV,Europe
5482,20200104,0,0,Belarus,BLR,Europe
29094,20200104,0,0,Israel,ISR,Asia
28130,20200104,0,0,Iraq,IRQ,Asia
42012,20200104,0,0,Nigeria,NGA,Africa
15297,20200104,0,0,Czechia,CZE,Europe
40173,20200104,0,0,Nepal,NPL,Asia
42353,20200104,0,0,North_Macedonia,MKD,Europe
52465,20200104,0,0,South_Korea,KOR,Asia
22225,20200104,0,0,Germany,DEU,Europe
42962,20200104,0,0,Norway,NOR,Europe
3279,20200104,0,0,Australia,AUS,Oceania
4593,20200104,0,0,Bahrain,BHR,Asia
16803,20200104,0,0,Dominican_Republic,DOM,America
41133,20200104,0,0,New_Zealand,NZL,Oceania
20359,20200104,0,0,Finland,FIN,Europe
46914,20200104,0,0,Romania,ROU,Europe
46566,20200104,0,0,Qatar,QAT,Asia
47264,20200104,0,0,Russia,RUS,Europe
60814,20200104,0,0,Vietnam,VNM,Asia
43651,20200104,0,0,Pakistan,PAK,Asia
58723,20200104,0,0,United_Kingdom,GBR,Europe
15924,20200104,0,0,Denmark,DNK,Europe
34672,20200104,0,0,Luxembourg,LUX,Europe
26740,20200104,0,0,Iceland,ISL,Europe
37933,20200104,0,0,Monaco,MCO,Europe
50670,20200104,0,0,Singapore,SGP,Asia
27432,20200104,0,0,Indonesia,IDN,Asia
3972,20200104,0,0,Azerbaijan,AZE,Europe
10661,20200104,0,0,Canada,CAN,America
53067,20200104,0,0,Spain,ESP,Europe
8336,20200104,0,0,Brazil,BRA,America
12443,20200104,0,0,China,CHN,Asia
30071,20200104,0,0,Japan,JPN,Asia
54304,20200104,0,0,Sweden,SWE,Europe
32957,20200104,0,0,Lebanon,LBN,Asia
21875,20200104,0,0,Georgia,GEO,Europe
34329,20200104,0,0,Lithuania,LTU,Europe
5832,20200104,0,0,Belgium,BEL,Europe
29444,20200104,0,0,Italy,ITA,Europe
55842,20200104,0,0,Thailand,THA,Asia
58373,20200104,0,0,United_Arab_Emirates,ARE,Asia
2662,20200104,0,0,Armenia,ARM,Europe
48693,20200104,0,0,San_Marino,SMR,Europe
17148,20200104,0,0,Ecuador,ECU,America
23119,20200104,0,0,Greece,GRC,Europe
17494,20200104,0,0,Egypt,EGY,Africa
18653,20200104,0,0,Estonia,EST,Europe
31792,20200104,0,0,Kuwait,KWT,Asia
335,20200104,0,0,Afghanistan,AFG,Asia
34328,20200105,0,0,Lithuania,LTU,Europe
55841,20200105,0,0,Thailand,THA,Asia
43305,20200105,0,0,Oman,OMN,Asia
14127,20200105,0,0,Croatia,HRV,Europe
35545,20200105,0,0,Malaysia,MYS,Asia
45386,20200105,0,0,Philippines,PHL,Asia
3971,20200105,0,0,Azerbaijan,AZE,Europe
8335,20200105,0,0,Brazil,BRA,America
2661,20200105,0,0,Armenia,ARM,Europe
18652,20200105,0,0,Estonia,EST,Europe
28129,20200105,0,0,Iraq,IRQ,Asia
46565,20200105,0,0,Qatar,QAT,Asia
40172,20200105,0,0,Nepal,NPL,Asia
16802,20200105,0,0,Dominican_Republic,DOM,America
47263,20200105,0,0,Russia,RUS,Europe
27781,20200105,0,0,Iran,IRN,Asia
58722,20200105,0,0,United_Kingdom,GBR,Europe
41132,20200105,0,0,New_Zealand,NZL,Oceania
21874,20200105,0,0,Georgia,GEO,Europe
54303,20200105,0,0,Sweden,SWE,Europe
29443,20200105,0,0,Italy,ITA,Europe
31791,20200105,0,0,Kuwait,KWT,Asia
5831,20200105,0,0,Belgium,BEL,Europe
48692,20200105,0,0,San_Marino,SMR,Europe
10660,20200105,0,0,Canada,CAN,America
30070,20200105,0,0,Japan,JPN,Asia
23118,20200105,0,0,Greece,GRC,Europe
32956,20200105,0,0,Lebanon,LBN,Asia
27431,20200105,0,0,Indonesia,IDN,Asia
5481,20200105,0,0,Belarus,BLR,Europe
17147,20200105,0,0,Ecuador,ECU,America
42011,20200105,0,0,Nigeria,NGA,Africa
50669,20200105,0,0,Singapore,SGP,Asia
26739,20200105,0,0,Iceland,ISL,Europe
42352,20200105,0,0,North_Macedonia,MKD,Europe
3278,20200105,0,0,Australia,AUS,Oceania
22224,20200105,0,0,Germany,DEU,Europe
15296,20200105,0,0,Czechia,CZE,Europe
52464,20200105,0,0,South_Korea,KOR,Asia
20358,20200105,0,0,Finland,FIN,Europe
42961,20200105,0,0,Norway,NOR,Europe
34671,20200105,0,0,Luxembourg,LUX,Europe
4592,20200105,0,0,Bahrain,BHR,Asia
43650,20200105,0,0,Pakistan,PAK,Asia
60813,20200105,0,0,Vietnam,VNM,Asia
53066,20200105,0,0,Spain,ESP,Europe
29093,20200105,0,0,Israel,ISR,Asia
15923,20200105,0,0,Denmark,DNK,Europe
20708,20200105,0,0,France,FRA,Europe
37314,20200105,0,0,Mexico,MEX,America
334,20200105,0,0,Afghanistan,AFG,Asia
3628,20200105,0,0,Austria,AUT,Europe
10033,20200105,0,0,Cambodia,KHM,Asia
960,20200105,0,0,Algeria,DZA,Africa
58372,20200105,0,0,United_Arab_Emirates,ARE,Asia
55270,20200105,0,0,Taiwan,CNG1925,Asia
28477,20200105,0,0,Ireland,IRL,Europe
53407,20200105,0,0,Sri_Lanka,LKA,Asia
59345,20200105,0,0,United_States_of_America,USA,America
54653,20200105,0,0,Switzerland,CHE,Europe
37932,20200105,0,0,Monaco,MCO,Europe
27088,20200105,0,0,India,IND,Asia
40522,20200105,0,0,Netherlands,NLD,Europe
17493,20200105,0,0,Egypt,EGY,Africa
46913,20200105,0,0,Romania,ROU,Europe
12442,20200105,15,0,China,CHN,Asia
17492,20200106,0,0,Egypt,EGY,Africa
5480,20200106,0,0,Belarus,BLR,Europe
54652,20200106,0,0,Switzerland,CHE,Europe
58371,20200106,0,0,United_Arab_Emirates,ARE,Asia
37313,20200106,0,0,Mexico,MEX,America
52463,20200106,0,0,South_Korea,KOR,Asia
4591,20200106,0,0,Bahrain,BHR,Asia
21873,20200106,0,0,Georgia,GEO,Europe
17146,20200106,0,0,Ecuador,ECU,America
3627,20200106,0,0,Austria,AUT,Europe
28128,20200106,0,0,Iraq,IRQ,Asia
50668,20200106,0,0,Singapore,SGP,Asia
3970,20200106,0,0,Azerbaijan,AZE,Europe
32955,20200106,0,0,Lebanon,LBN,Asia
27780,20200106,0,0,Iran,IRN,Asia
2660,20200106,0,0,Armenia,ARM,Europe
30069,20200106,0,0,Japan,JPN,Asia
55269,20200106,0,0,Taiwan,CNG1925,Asia
27087,20200106,0,0,India,IND,Asia
10659,20200106,0,0,Canada,CAN,America
54302,20200106,0,0,Sweden,SWE,Europe
43304,20200106,0,0,Oman,OMN,Asia
15295,20200106,0,0,Czechia,CZE,Europe
55840,20200106,0,0,Thailand,THA,Asia
16801,20200106,0,0,Dominican_Republic,DOM,America
15922,20200106,0,0,Denmark,DNK,Europe
53065,20200106,0,0,Spain,ESP,Europe
31790,20200106,0,0,Kuwait,KWT,Asia
29092,20200106,0,0,Israel,ISR,Asia
12441,20200106,0,0,China,CHN,Asia
45385,20200106,0,0,Philippines,PHL,Asia
8334,20200106,0,0,Brazil,BRA,America
40521,20200106,0,0,Netherlands,NLD,Europe
14126,20200106,0,0,Croatia,HRV,Europe
29442,20200106,0,0,Italy,ITA,Europe
59344,20200106,0,0,United_States_of_America,USA,America
20707,20200106,0,0,France,FRA,Europe
333,20200106,0,0,Afghanistan,AFG,Asia
10032,20200106,0,0,Cambodia,KHM,Asia
959,20200106,0,0,Algeria,DZA,Africa
34327,20200106,0,0,Lithuania,LTU,Europe
35544,20200106,0,0,Malaysia,MYS,Asia
53406,20200106,0,0,Sri_Lanka,LKA,Asia
37931,20200106,0,0,Monaco,MCO,Europe
28476,20200106,0,0,Ireland,IRL,Europe
46912,20200106,0,0,Romania,ROU,Europe
5830,20200106,0,0,Belgium,BEL,Europe
42960,20200106,0,0,Norway,NOR,Europe
47262,20200106,0,0,Russia,RUS,Europe
43649,20200106,0,0,Pakistan,PAK,Asia
34670,20200106,0,0,Luxembourg,LUX,Europe
58721,20200106,0,0,United_Kingdom,GBR,Europe
20357,20200106,0,0,Finland,FIN,Europe
41131,20200106,0,0,New_Zealand,NZL,Oceania
3277,20200106,0,0,Australia,AUS,Oceania
42351,20200106,0,0,North_Macedonia,MKD,Europe
22223,20200106,0,0,Germany,DEU,Europe
48691,20200106,0,0,San_Marino,SMR,Europe
40171,20200106,0,0,Nepal,NPL,Asia
60812,20200106,0,0,Vietnam,VNM,Asia
46564,20200106,0,0,Qatar,QAT,Asia
42010,20200106,0,0,Nigeria,NGA,Africa
18651,20200106,0,0,Estonia,EST,Europe
27430,20200106,0,0,Indonesia,IDN,Asia
26738,20200106,0,0,Iceland,ISL,Europe
23117,20200106,0,0,Greece,GRC,Europe
55839,20200107,0,0,Thailand,THA,Asia
53405,20200107,0,0,Sri_Lanka,LKA,Asia
26737,20200107,0,0,Iceland,ISL,Europe
54301,20200107,0,0,Sweden,SWE,Europe
60811,20200107,0,0,Vietnam,VNM,Asia
34669,20200107,0,0,Luxembourg,LUX,Europe
43303,20200107,0,0,Oman,OMN,Asia
35543,20200107,0,0,Malaysia,MYS,Asia
5829,20200107,0,0,Belgium,BEL,Europe
3626,20200107,0,0,Austria,AUT,Europe
28127,20200107,0,0,Iraq,IRQ,Asia
41130,20200107,0,0,New_Zealand,NZL,Oceania
23116,20200107,0,0,Greece,GRC,Europe
27429,20200107,0,0,Indonesia,IDN,Asia
42009,20200107,0,0,Nigeria,NGA,Africa
42350,20200107,0,0,North_Macedonia,MKD,Europe
20356,20200107,0,0,Finland,FIN,Europe
3276,20200107,0,0,Australia,AUS,Oceania
22222,20200107,0,0,Germany,DEU,Europe
42959,20200107,0,0,Norway,NOR,Europe
15921,20200107,0,0,Denmark,DNK,Europe
43648,20200107,0,0,Pakistan,PAK,Asia
31789,20200107,0,0,Kuwait,KWT,Asia
4590,20200107,0,0,Bahrain,BHR,Asia
5479,20200107,0,0,Belarus,BLR,Europe
52462,20200107,0,0,South_Korea,KOR,Asia
15294,20200107,0,0,Czechia,CZE,Europe
50667,20200107,0,0,Singapore,SGP,Asia
17145,20200107,0,0,Ecuador,ECU,America
32954,20200107,0,0,Lebanon,LBN,Asia
30068,20200107,0,0,Japan,JPN,Asia
10658,20200107,0,0,Canada,CAN,America
21872,20200107,0,0,Georgia,GEO,Europe
27086,20200107,0,0,India,IND,Asia
55268,20200107,0,0,Taiwan,CNG1925,Asia
54651,20200107,0,0,Switzerland,CHE,Europe
37312,20200107,0,0,Mexico,MEX,America
17491,20200107,0,0,Egypt,EGY,Africa
58370,20200107,0,0,United_Arab_Emirates,ARE,Asia
29441,20200107,0,0,Italy,ITA,Europe
53064,20200107,0,0,Spain,ESP,Europe
48690,20200107,0,0,San_Marino,SMR,Europe
59343,20200107,0,0,United_States_of_America,USA,America
27779,20200107,0,0,Iran,IRN,Asia
20706,20200107,0,0,France,FRA,Europe
3969,20200107,0,0,Azerbaijan,AZE,Europe
2659,20200107,0,0,Armenia,ARM,Europe
47261,20200107,0,0,Russia,RUS,Europe
16800,20200107,0,0,Dominican_Republic,DOM,America
40170,20200107,0,0,Nepal,NPL,Asia
18650,20200107,0,0,Estonia,EST,Europe
46563,20200107,0,0,Qatar,QAT,Asia
45384,20200107,0,0,Philippines,PHL,Asia
8333,20200107,0,0,Brazil,BRA,America
14125,20200107,0,0,Croatia,HRV,Europe
29091,20200107,0,0,Israel,ISR,Asia
58720,20200107,0,0,United_Kingdom,GBR,Europe
34326,20200107,0,0,Lithuania,LTU,Europe
332,20200107,0,0,Afghanistan,AFG,Asia
12440,20200107,0,0,China,CHN,Asia
40520,20200107,0,0,Netherlands,NLD,Europe
28475,20200107,0,0,Ireland,IRL,Europe
10031,20200107,0,0,Cambodia,KHM,Asia
46911,20200107,0,0,Romania,ROU,Europe
37930,20200107,0,0,Monaco,MCO,Europe
958,20200107,0,0,Algeria,DZA,Africa
46562,20200108,0,0,Qatar,QAT,Asia
32953,20200108,0,0,Lebanon,LBN,Asia
10030,20200108,0,0,Cambodia,KHM,Asia
20355,20200108,0,0,Finland,FIN,Europe
37929,20200108,0,0,Monaco,MCO,Europe
15920,20200108,0,0,Denmark,DNK,Europe
54300,20200108,0,0,Sweden,SWE,Europe
27428,20200108,0,0,Indonesia,IDN,Asia
27085,20200108,0,0,India,IND,Asia
27778,20200108,0,0,Iran,IRN,Asia
12439,20200108,0,0,China,CHN,Asia
26736,20200108,0,0,Iceland,ISL,Europe
8332,20200108,0,0,Brazil,BRA,America
55838,20200108,0,0,Thailand,THA,Asia
58369,20200108,0,0,United_Arab_Emirates,ARE,Asia
31788,20200108,0,0,Kuwait,KWT,Asia
47260,20200108,0,0,Russia,RUS,Europe
4589,20200108,0,0,Bahrain,BHR,Asia
16799,20200108,0,0,Dominican_Republic,DOM,America
40169,20200108,0,0,Nepal,NPL,Asia
29440,20200108,0,0,Italy,ITA,Europe
18649,20200108,0,0,Estonia,EST,Europe
5478,20200108,0,0,Belarus,BLR,Europe
14124,20200108,0,0,Croatia,HRV,Europe
45383,20200108,0,0,Philippines,PHL,Asia
43647,20200108,0,0,Pakistan,PAK,Asia
34325,20200108,0,0,Lithuania,LTU,Europe
42958,20200108,0,0,Norway,NOR,Europe
17144,20200108,0,0,Ecuador,ECU,America
52461,20200108,0,0,South_Korea,KOR,Asia
58719,20200108,0,0,United_Kingdom,GBR,Europe
3275,20200108,0,0,Australia,AUS,Oceania
42349,20200108,0,0,North_Macedonia,MKD,Europe
957,20200108,0,0,Algeria,DZA,Africa
28474,20200108,0,0,Ireland,IRL,Europe
331,20200108,0,0,Afghanistan,AFG,Asia
42008,20200108,0,0,Nigeria,NGA,Africa
40519,20200108,0,0,Netherlands,NLD,Europe
46910,20200108,0,0,Romania,ROU,Europe
23115,20200108,0,0,Greece,GRC,Europe
59342,20200108,0,0,United_States_of_America,USA,America
29090,20200108,0,0,Israel,ISR,Asia
53063,20200108,0,0,Spain,ESP,Europe
48689,20200108,0,0,San_Marino,SMR,Europe
22221,20200108,0,0,Germany,DEU,Europe
2658,20200108,0,0,Armenia,ARM,Europe
60810,20200108,0,0,Vietnam,VNM,Asia
5828,20200108,0,0,Belgium,BEL,Europe
54650,20200108,0,0,Switzerland,CHE,Europe
50666,20200108,0,0,Singapore,SGP,Asia
